Course Number,Course Title,URL,cluster,description,TRAIN
21G.315,Cross-Cultural Perspectives on Contemporary French Society,https://ocw.mit.edu/courses/global-studies-and-languages/21g-315-cross-cultural-perspectives-on-contemporary-french-society-fall-2011,75,"This course is an intermediate subject designed to help students gradually build an in-depth understanding of France. The course focuses on French attitudes and values regarding education, work, family and institutions, and deals with the differing notions that underlie interpersonal interactions and communication styles, such as politeness, friendship and formality. Using a Web comparative, cross-cultural approach, students explore a variety of French and American materials, then analyze and compare them using questionnaires, opinion polls, news reports (in different media), as well as a variety of historical, anthropological and literary texts. Throughout the course, attention is given to the development of relevant linguistics skills. This course is recommended for students planning to study and work in France and is taught in French.
","Cross-Cultural Perspectives on Contemporary French Society This course is an intermediate subject designed to help students gradually build an in-depth understanding of France. The course focuses on French attitudes and values regarding education, work, family and institutions, and deals with the differing notions that underlie interpersonal interactions and communication styles, such as politeness, friendship and formality. Using a Web comparative, cross-cultural approach, students explore a variety of French and American materials, then analyze and compare them using questionnaires, opinion polls, news reports (in different media), as well as a variety of historical, anthropological and literary texts. Throughout the course, attention is given to the development of relevant linguistics skills. This course is recommended for students planning to study and work in France and is taught in French.
"
21G.321,Childhood and Youth in French and Francophone Cultures,https://ocw.mit.edu/courses/global-studies-and-languages/21g-321-childhood-and-youth-in-french-and-francophone-cultures-spring-2013,172,"This course studies the transformation of childhood and youth since the 18th century in France, as well as the development of sentimentality within the family in a francophone context. Students will examine the personification of children, both as a source of inspiration for artistic creation and a political ideal aimed at protecting future generations, and consider various representations of childhood and youth in literature (e.g., Pagnol, Proust, Sarraute, Lave, Morgievre), movies (e.g., Truffaut), and songs (e.g., Brel, Barbara). This course is taught entirely in French.
","Childhood and Youth in French and Francophone Cultures This course studies the transformation of childhood and youth since the 18th century in France, as well as the development of sentimentality within the family in a francophone context. Students will examine the personification of children, both as a source of inspiration for artistic creation and a political ideal aimed at protecting future generations, and consider various representations of childhood and youth in literature (e.g., Pagnol, Proust, Sarraute, Lave, Morgievre), movies (e.g., Truffaut), and songs (e.g., Brel, Barbara). This course is taught entirely in French.
"
21G.325J,New Culture of Gender: Queer France,https://ocw.mit.edu/courses/global-studies-and-languages/21g-325j-new-culture-of-gender-queer-france-fall-2011,298,"This course addresses the place of contemporary queer identities in French discourse and discusses the new generation of queer authors and their principal concerns. Class discussions and readings will introduce students to the main classical references of queer subcultures, from Proust and Vivien to Hocquenghem and Wittig. Throughout the course, students will examines current debates on post-colonial and globalized queer identities through essays, songs, movies, and novels. Authors covered include Didier Eribon, Anne Garréta, Abdellah Taïa, Anne Scott, and Nina Bouraoui. This class is taught in French.
","New Culture of Gender: Queer France This course addresses the place of contemporary queer identities in French discourse and discusses the new generation of queer authors and their principal concerns. Class discussions and readings will introduce students to the main classical references of queer subcultures, from Proust and Vivien to Hocquenghem and Wittig. Throughout the course, students will examines current debates on post-colonial and globalized queer identities through essays, songs, movies, and novels. Authors covered include Didier Eribon, Anne Garréta, Abdellah Taïa, Anne Scott, and Nina Bouraoui. This class is taught in French.
"
21G.341,Contemporary French Film and Social Issues,https://ocw.mit.edu/courses/global-studies-and-languages/21g-341-contemporary-french-film-and-social-issues-spring-2014,408,"This course covers issues in contemporary French society as expressed through movies made in the 2000s. Topics include France's national self-image, the women's movement, sexuality and gender, family life and class structure, post-colonialism and immigration, and American cultural imperialism. Films by Lelouch, Audiard, Doillon, Denis, Klapisch, Resnais, Rouan, Balasko, Collard, Dridi, Kassovitz, and others. Readings from French periodicals. Films shown with English subtitles. Taught in French.
","Contemporary French Film and Social Issues This course covers issues in contemporary French society as expressed through movies made in the 2000s. Topics include France's national self-image, the women's movement, sexuality and gender, family life and class structure, post-colonialism and immigration, and American cultural imperialism. Films by Lelouch, Audiard, Doillon, Denis, Klapisch, Resnais, Rouan, Balasko, Collard, Dridi, Kassovitz, and others. Readings from French periodicals. Films shown with English subtitles. Taught in French.
"
21G.346,Topics in Modern French Literature and Culture: Global Paris,https://ocw.mit.edu/courses/global-studies-and-languages/21g-346-topics-in-modern-french-literature-and-culture-global-paris-fall-2014,75,"This course investigates Paris's oversized status as a global capital by looking at the events, transformations, cultures, and arts for which the city is known to help us better understand Paris and its place in French and global cultures today. Taught in French.
","Topics in Modern French Literature and Culture: Global Paris This course investigates Paris's oversized status as a global capital by looking at the events, transformations, cultures, and arts for which the city is known to help us better understand Paris and its place in French and global cultures today. Taught in French.
"
21G.346,Topics in Modern French Literature and Culture: North America Through French Eyes,https://ocw.mit.edu/courses/global-studies-and-languages/21g-346-topics-in-modern-french-literature-and-culture-north-america-through-french-eyes-spring-2014,408,"This course offers an analysis of the keen interest shown by France and the French in North American cultures since the eighteenth century. Not only did France contribute to the construction of both Canadian and American nations but also it has constantly delineated its identity by way of praising or criticizing North American cultures. Taught in French.
","Topics in Modern French Literature and Culture: North America Through French Eyes This course offers an analysis of the keen interest shown by France and the French in North American cultures since the eighteenth century. Not only did France contribute to the construction of both Canadian and American nations but also it has constantly delineated its identity by way of praising or criticizing North American cultures. Taught in French.
"
21G.347,Contemporary Short French Fiction: Social and Literary Trends since 1990,https://ocw.mit.edu/courses/global-studies-and-languages/21g-347-contemporary-short-french-fiction-social-and-literary-trends-since-1990-fall-2013,68,"Students in this course will examine short stories and short novels published in France during the past 20 years, with emphasis on texts related to the dominant social and cultural trends. Themes include the legacy of France's colonial experience, the re-examination of its wartime past, memory and the Holocaust, the specter of AIDS, changing gender relationships, new families, the quest for personal identity, and immigration narratives. This course is taught in French.
","Contemporary Short French Fiction: Social and Literary Trends since 1990 Students in this course will examine short stories and short novels published in France during the past 20 years, with emphasis on texts related to the dominant social and cultural trends. Themes include the legacy of France's colonial experience, the re-examination of its wartime past, memory and the Holocaust, the specter of AIDS, changing gender relationships, new families, the quest for personal identity, and immigration narratives. This course is taught in French.
"
21G.401,German I (Fall 2008),https://ocw.mit.edu/courses/global-studies-and-languages/21g-401-german-i-fall-2008,331,"This course gives an introduction to German language and culture. The focus is on acquisition of vocabulary and grammatical concepts through active communication. Audio, video, and printed materials provide direct exposure to authentic German language and culture. A self-paced language lab program is fully coordinated with the textbook/workbook. The first semester covers the development of effective basic communication skills.
","German I (Fall 2008) This course gives an introduction to German language and culture. The focus is on acquisition of vocabulary and grammatical concepts through active communication. Audio, video, and printed materials provide direct exposure to authentic German language and culture. A self-paced language lab program is fully coordinated with the textbook/workbook. The first semester covers the development of effective basic communication skills.
"
21G.402,German II (Spring 2005),https://ocw.mit.edu/courses/global-studies-and-languages/21g-402-german-ii-spring-2005,152,"In this course students are exposed to history and culture of German-speaking countries through audio, video, and Web materials. It focuses on the expansion of basic communication skills and further development of linguistic competency, and includes the review and completion of basic grammar, building of vocabulary, and practice in writing short essays. Students will also read short literary texts.
","German II (Spring 2005) In this course students are exposed to history and culture of German-speaking countries through audio, video, and Web materials. It focuses on the expansion of basic communication skills and further development of linguistic competency, and includes the review and completion of basic grammar, building of vocabulary, and practice in writing short essays. Students will also read short literary texts.
"
21G.403,German III,https://ocw.mit.edu/courses/global-studies-and-languages/21g-403-german-iii-spring-2004,152,"This course expands skills in speaking, reading, listening, and writing. Students develop analytic and interpretative skills through the reading of a full-length drama as well as short prose and poetry (Biermann, Brecht, Dürrenmatt, Tawada and others) and through media selections on contemporary issues in German-speaking cultures. Coursework includes discussions and compositions based on these texts, and review of grammar and development of vocabulary-building strategies. It is recommended for students with two years of high school German.
","German III This course expands skills in speaking, reading, listening, and writing. Students develop analytic and interpretative skills through the reading of a full-length drama as well as short prose and poetry (Biermann, Brecht, Dürrenmatt, Tawada and others) and through media selections on contemporary issues in German-speaking cultures. Coursework includes discussions and compositions based on these texts, and review of grammar and development of vocabulary-building strategies. It is recommended for students with two years of high school German.
"
21G.404,German IV,https://ocw.mit.edu/courses/global-studies-and-languages/21g-404-german-iv-spring-2005,152,"This course focuses on development of interpretive skills, using literary texts (B. Brecht, S. Zweig) and contemporary media texts (film, TV broadcasts, Web materials). The emphasis is on discussion and exploration of cultural topics in their current social, political, and historical context via hypermedia documentaries. It also covers further refinement of oral and written expression and expansion of communicative competence in practical everyday situations.
","German IV This course focuses on development of interpretive skills, using literary texts (B. Brecht, S. Zweig) and contemporary media texts (film, TV broadcasts, Web materials). The emphasis is on discussion and exploration of cultural topics in their current social, political, and historical context via hypermedia documentaries. It also covers further refinement of oral and written expression and expansion of communicative competence in practical everyday situations.
"
21G.405,Germany Today: Intensive Study of German Language and Culture,https://ocw.mit.edu/courses/global-studies-and-languages/21g-405-germany-today-intensive-study-of-german-language-and-culture-january-iap-2011,152,"Prepares students for working and living in German-speaking countries. Focus on current political, social, and cultural issues, using newspapers, journals, TV, radio broadcasts, and Web sources from Germany, Austria, and Switzerland. Emphasis on speaking, writing, and reading skills for professional contexts. Activities include: oral presentations, group discussions, guest lectures, and interviews with German speakers. No listeners.
","Germany Today: Intensive Study of German Language and Culture Prepares students for working and living in German-speaking countries. Focus on current political, social, and cultural issues, using newspapers, journals, TV, radio broadcasts, and Web sources from Germany, Austria, and Switzerland. Emphasis on speaking, writing, and reading skills for professional contexts. Activities include: oral presentations, group discussions, guest lectures, and interviews with German speakers. No listeners.
"
21G.412,"Advanced German Literature & Culture: Madness, Murder, Mysteries",https://ocw.mit.edu/courses/global-studies-and-languages/21g-412-advanced-german-literature-culture-madness-murder-mysteries-fall-2014,152,"This course provides the opportunity to discuss, orally and in writing, cultural, ethical, and social issues on a stylistically sophisticated level. It explores representative and influential works from the nineteenth century to the present, through literary texts (prose, drama, poetry), radio plays, art, film, and architecture, as well as investigates topics such as the human and the machine, science and ethics, representation of memory, and issues of good and evil. Taught in German.
","Advanced German Literature & Culture: Madness, Murder, Mysteries This course provides the opportunity to discuss, orally and in writing, cultural, ethical, and social issues on a stylistically sophisticated level. It explores representative and influential works from the nineteenth century to the present, through literary texts (prose, drama, poetry), radio plays, art, film, and architecture, as well as investigates topics such as the human and the machine, science and ethics, representation of memory, and issues of good and evil. Taught in German.
"
21G.412,"Texts, Topics, and Times in German Literature",https://ocw.mit.edu/courses/global-studies-and-languages/21g-412-texts-topics-and-times-in-german-literature-fall-2009,152,"In diesem Kurs erhalten Sie einen Überblick über einige wichtige literarische Texte, Tendenzen und Themen aus der deutschsprachigen Literatur- und Kulturszene. Wir werden literarische Texte, Gedichte, Theaterstücke und Essays untersuchen, sowie andere ästhetische Formen besprechen, wie Film und Architektur. Da alle Texte gleichzeitig in ihrem spezifischen kulturellen Kontext gelesen werden, tragen sie zu einem Verständnis von verschiedenen historischen Aspekten bei. Unter anderen werden folgende Themen und Fragestellungen besprochen: Technologie und deren Einfluss auf die Gesellschaft, Fragen der Ethik bei wissenschaftlicher Arbeit, Konstruktion von nationaler Geschichte und kollektivem Gedächtnis.
","Texts, Topics, and Times in German Literature In diesem Kurs erhalten Sie einen Überblick über einige wichtige literarische Texte, Tendenzen und Themen aus der deutschsprachigen Literatur- und Kulturszene. Wir werden literarische Texte, Gedichte, Theaterstücke und Essays untersuchen, sowie andere ästhetische Formen besprechen, wie Film und Architektur. Da alle Texte gleichzeitig in ihrem spezifischen kulturellen Kontext gelesen werden, tragen sie zu einem Verständnis von verschiedenen historischen Aspekten bei. Unter anderen werden folgende Themen und Fragestellungen besprochen: Technologie und deren Einfluss auf die Gesellschaft, Fragen der Ethik bei wissenschaftlicher Arbeit, Konstruktion von nationaler Geschichte und kollektivem Gedächtnis.
"
21G.414,"German Culture, Media, and Society",https://ocw.mit.edu/courses/global-studies-and-languages/21g-414-german-culture-media-and-society-fall-2006,152,"The topic for Fall 2006 is short film and radio plays. This course investigates current trends and topics in German literary, theater, film, television, radio, and other media arts productions. Students analyze media texts in the context of their production, reception, and distribution as well as the public debates initiated by these works. The topic for Fall 2006 is German Short Film, a popular format that represents most recent trends in film production, and German Radio Art, a striving genre that includes experimental radio plays, sound art, and audio installations. Special attention will be given to the representation of German minorities, contrasted by their own artistic expressions reflecting changes in identity and a new political voice. Students have the opportunity to discuss course topics with a writer, filmmaker, and/or media artist from Germany. The course is taught in German.
","German Culture, Media, and Society The topic for Fall 2006 is short film and radio plays. This course investigates current trends and topics in German literary, theater, film, television, radio, and other media arts productions. Students analyze media texts in the context of their production, reception, and distribution as well as the public debates initiated by these works. The topic for Fall 2006 is German Short Film, a popular format that represents most recent trends in film production, and German Radio Art, a striving genre that includes experimental radio plays, sound art, and audio installations. Special attention will be given to the representation of German minorities, contrasted by their own artistic expressions reflecting changes in identity and a new political voice. Students have the opportunity to discuss course topics with a writer, filmmaker, and/or media artist from Germany. The course is taught in German.
"
21G.451,German I (Fall 2008),https://ocw.mit.edu/courses/global-studies-and-languages/21g-401-german-i-fall-2008,331,"This course gives an introduction to German language and culture. The focus is on acquisition of vocabulary and grammatical concepts through active communication. Audio, video, and printed materials provide direct exposure to authentic German language and culture. A self-paced language lab program is fully coordinated with the textbook/workbook. The first semester covers the development of effective basic communication skills.
","German I (Fall 2008) This course gives an introduction to German language and culture. The focus is on acquisition of vocabulary and grammatical concepts through active communication. Audio, video, and printed materials provide direct exposure to authentic German language and culture. A self-paced language lab program is fully coordinated with the textbook/workbook. The first semester covers the development of effective basic communication skills.
"
21G.471,German I (Fall 2008),https://ocw.mit.edu/courses/global-studies-and-languages/21g-401-german-i-fall-2008,331,"This course gives an introduction to German language and culture. The focus is on acquisition of vocabulary and grammatical concepts through active communication. Audio, video, and printed materials provide direct exposure to authentic German language and culture. A self-paced language lab program is fully coordinated with the textbook/workbook. The first semester covers the development of effective basic communication skills.
","German I (Fall 2008) This course gives an introduction to German language and culture. The focus is on acquisition of vocabulary and grammatical concepts through active communication. Audio, video, and printed materials provide direct exposure to authentic German language and culture. A self-paced language lab program is fully coordinated with the textbook/workbook. The first semester covers the development of effective basic communication skills.
"
21G.591,Gender and Japanese Popular Culture (Fall 2015),https://ocw.mit.edu/courses/global-studies-and-languages/21g-039j-gender-and-japanese-popular-culture-fall-2015,93,"This course examines relationships between identity and participation in Japanese popular culture as a way of understanding the changing character of media, capitalism, fan communities, and culture. It emphasizes contemporary popular culture and theories of gender, sexuality, race, and the workings of power and value in global culture industries. Topics include manga (comic books), hip-hop and other popular music, anime and feature films, video games, contemporary literature, and online communication. Students present analyses and develop a final project based on a particular aspect of gender and popular culture.
","Gender and Japanese Popular Culture (Fall 2015) This course examines relationships between identity and participation in Japanese popular culture as a way of understanding the changing character of media, capitalism, fan communities, and culture. It emphasizes contemporary popular culture and theories of gender, sexuality, race, and the workings of power and value in global culture industries. Topics include manga (comic books), hip-hop and other popular music, anime and feature films, video games, contemporary literature, and online communication. Students present analyses and develop a final project based on a particular aspect of gender and popular culture.
"
21G.592,Intro to Japanese Culture (Spring 2012),https://ocw.mit.edu/courses/global-studies-and-languages/21g-064-intro-to-japanese-culture-spring-2012,187,"This course examines the major aesthetic, social, and political elements which have shaped modern Japanese culture and society. There are readings on contemporary Japan and historical evolution of the culture are coordinated with study of literary texts, film, and art, along with an analysis of everyday life and leisure activities.
","Intro to Japanese Culture (Spring 2012) This course examines the major aesthetic, social, and political elements which have shaped modern Japanese culture and society. There are readings on contemporary Japan and historical evolution of the culture are coordinated with study of literary texts, film, and art, along with an analysis of everyday life and leisure activities.
"
21G.593,Japanese Literature and Cinema (Fall 2013),https://ocw.mit.edu/courses/global-studies-and-languages/21g-065-japanese-literature-and-cinema-fall-2013,180,"This course surveys both cinematic and literary representations of diverse eras and aspects of Japanese culture such as the classical era, the samurai age, wartime Japan and the atomic bombings, social change in the postwar period, and the appropriation of foreign cultural themes, with an emphasis on the modern period. Directors include Akira Kurosawa and Hiroshi Teshigahara. Authors include Kobo Abe and Yukio Mishima. Films shown have subtitles in English. Taught in English.
","Japanese Literature and Cinema (Fall 2013) This course surveys both cinematic and literary representations of diverse eras and aspects of Japanese culture such as the classical era, the samurai age, wartime Japan and the atomic bombings, social change in the postwar period, and the appropriation of foreign cultural themes, with an emphasis on the modern period. Directors include Akira Kurosawa and Hiroshi Teshigahara. Authors include Kobo Abe and Yukio Mishima. Films shown have subtitles in English. Taught in English.
"
21G.701,Spanish I (Fall 2003),https://ocw.mit.edu/courses/global-studies-and-languages/21g-701-spanish-i-fall-2003,108,"Spanish I is very different from other classes at MIT. The central component of the text and workbook is a series of 26 half-hour video episodes. The videos allow students to learn authentic Spanish and experience its cultural diversity while following a good story full of surprises and human emotions. Students also listen to an audio-only program integrated with the text and workbook.

In the classroom, students do a variety of activities and exercises, which include talking in Spanish about the video program, practicing pronunciation and grammar, and interacting in Spanish with classmates in pairs and small groups. The class is conducted in Spanish as much as possible, but English is used where necessary for clarity and efficiency. This course deals with all basic language skills: aural comprehension, speaking, reading, and writing. This class assumes no previous knowledge of Spanish.
","Spanish I (Fall 2003) Spanish I is very different from other classes at MIT. The central component of the text and workbook is a series of 26 half-hour video episodes. The videos allow students to learn authentic Spanish and experience its cultural diversity while following a good story full of surprises and human emotions. Students also listen to an audio-only program integrated with the text and workbook.

In the classroom, students do a variety of activities and exercises, which include talking in Spanish about the video program, practicing pronunciation and grammar, and interacting in Spanish with classmates in pairs and small groups. The class is conducted in Spanish as much as possible, but English is used where necessary for clarity and efficiency. This course deals with all basic language skills: aural comprehension, speaking, reading, and writing. This class assumes no previous knowledge of Spanish.
"
21G.702,Spanish II (Spring 2004),https://ocw.mit.edu/courses/global-studies-and-languages/21g-702-spanish-ii-spring-2004,108,"Spanish II continues to develop students' listening, speaking, reading and writing skills using the second part of the video-based program, _Destinos_, begun in Spanish I. _Destinos_ is a soap opera that allows students to learn Spanish and experience its cultural diversity while following a good story full of surprises and human emotions. Spanish II also includes additional materials, such as Spanish films and other media, various types of reading selections and online resources.
","Spanish II (Spring 2004) Spanish II continues to develop students' listening, speaking, reading and writing skills using the second part of the video-based program, _Destinos_, begun in Spanish I. _Destinos_ is a soap opera that allows students to learn Spanish and experience its cultural diversity while following a good story full of surprises and human emotions. Spanish II also includes additional materials, such as Spanish films and other media, various types of reading selections and online resources.
"
21G.703,Spanish III,https://ocw.mit.edu/courses/global-studies-and-languages/21g-703-spanish-iii-spring-2006,108,"This course is the first intermediate-level course in Spanish, with a focus on grammar review, additional vocabulary, writing of essays in Spanish and enhancement of cultural awareness. Group activities and projects, and conversation are emphasized. There are detailed simulation activities, readings about literature and art from Latin America and Spain, activities with music videos and interviews, and viewings of recent films such as _El espinazo del diablo_, _Juana la loca_, and _María llena eres de gracia_. Students also participate in the MITUPV Exchange [project](/courses/21g-703-spanish-iii-spring-2006/pages/projects), a multimedia-centered Web site that deals with university life at MIT, the Universidad Politécnica de Valencia in Spain, and other universities.
","Spanish III This course is the first intermediate-level course in Spanish, with a focus on grammar review, additional vocabulary, writing of essays in Spanish and enhancement of cultural awareness. Group activities and projects, and conversation are emphasized. There are detailed simulation activities, readings about literature and art from Latin America and Spain, activities with music videos and interviews, and viewings of recent films such as _El espinazo del diablo_, _Juana la loca_, and _María llena eres de gracia_. Students also participate in the MITUPV Exchange [project](/courses/21g-703-spanish-iii-spring-2006/pages/projects), a multimedia-centered Web site that deals with university life at MIT, the Universidad Politécnica de Valencia in Spain, and other universities.
"
21G.704,Spanish IV,https://ocw.mit.edu/courses/global-studies-and-languages/21g-704-spanish-iv-spring-2005,108,"Course Sequences
----------------

Spanish IV aims at developing and improving student's oral and written communication through the continued study of the language, literature and culture of Spain, Latin America and Hispanic communities in the United States. It also seeks to improve students' ability to read and appreciate literary and non-literary texts in Spanish, deepening this way students' awareness and understanding of the cultural diversity of the Spanish-speaking world. The course is organized by themes based on contemporary social, political and cultural issues of Spanish-speaking societies such as: cultural identity, the changing roles of women and family, economic development and its effects on cultural heritage and environment, and the individual's rights in the political system.
","Spanish IV Course Sequences
----------------

Spanish IV aims at developing and improving student's oral and written communication through the continued study of the language, literature and culture of Spain, Latin America and Hispanic communities in the United States. It also seeks to improve students' ability to read and appreciate literary and non-literary texts in Spanish, deepening this way students' awareness and understanding of the cultural diversity of the Spanish-speaking world. The course is organized by themes based on contemporary social, political and cultural issues of Spanish-speaking societies such as: cultural identity, the changing roles of women and family, economic development and its effects on cultural heritage and environment, and the individual's rights in the political system.
"
21G.705,Oral Communication in Spanish,https://ocw.mit.edu/courses/global-studies-and-languages/21g-705-oral-communication-in-spanish-spring-2004,388,"A second-year intermediate course that includes vocabulary enhancement and limited review of selected points of grammar. Focuses on listening comprehension and speaking, with group activities, discussions and individual oral reports based on readings, films, music and art.
","Oral Communication in Spanish A second-year intermediate course that includes vocabulary enhancement and limited review of selected points of grammar. Focuses on listening comprehension and speaking, with group activities, discussions and individual oral reports based on readings, films, music and art.
"
21G.711,Advanced Spanish Conversation and Composition,https://ocw.mit.edu/courses/global-studies-and-languages/21g-711-advanced-spanish-conversation-and-composition-spring-2014,158,"En este curso el estudiante perfeccionará su comunicación oral y escrita mediante el estudio y la discusión de temas relacionados al impacto social y cultural de la ciencia y la tecnología en ciertas sociedades hispanas. Algunos de los temas a tratar son los efectos de los cambios tecnológicos en la estructura familiar y comunitaria, en las relaciones entre los sexos, en la identidad personal y cultural, en el mundo natural y en los sistemas de valores, la religión, la educación y el trabajo. También se examinan y discuten diversas actitudes hacia la innovación tecnológica y científica así como las ramificaciones éticas de las decisiones tecnológicas.
","Advanced Spanish Conversation and Composition En este curso el estudiante perfeccionará su comunicación oral y escrita mediante el estudio y la discusión de temas relacionados al impacto social y cultural de la ciencia y la tecnología en ciertas sociedades hispanas. Algunos de los temas a tratar son los efectos de los cambios tecnológicos en la estructura familiar y comunitaria, en las relaciones entre los sexos, en la identidad personal y cultural, en el mundo natural y en los sistemas de valores, la religión, la educación y el trabajo. También se examinan y discuten diversas actitudes hacia la innovación tecnológica y científica así como las ramificaciones éticas de las decisiones tecnológicas.
"
21G.712,Spanish Conversation and Composition,https://ocw.mit.edu/courses/global-studies-and-languages/21g-712-spanish-conversation-and-composition-fall-2003,388,"A third-year intermediate course designed to improve speaking and writing, with opportunities for vocabulary acquisition, listening comprehension and reading practice as well. Uses literary and cultural readings, films, and group activities. Students give oral reports and participate in discussions and group projects.
","Spanish Conversation and Composition A third-year intermediate course designed to improve speaking and writing, with opportunities for vocabulary acquisition, listening comprehension and reading practice as well. Uses literary and cultural readings, films, and group activities. Students give oral reports and participate in discussions and group projects.
"
21G.714,Spanish for Bilingual Students,https://ocw.mit.edu/courses/global-studies-and-languages/21g-714-spanish-for-bilingual-students-spring-2003,108,"Spanish for Bilingual Students is an intermediate course designed principally for heritage learners, but which includes other students interested  in specific content areas, such as US Latino immigration, identity, ethnicity, education and representation in the media. Linguistic goals include vocabulary acquisition, improvement in writing, and enhancement of formal communicative skills.
","Spanish for Bilingual Students Spanish for Bilingual Students is an intermediate course designed principally for heritage learners, but which includes other students interested  in specific content areas, such as US Latino immigration, identity, ethnicity, education and representation in the media. Linguistic goals include vocabulary acquisition, improvement in writing, and enhancement of formal communicative skills.
"
21G.716,Introduction to Contemporary Hispanic Literature (Fall 2007),https://ocw.mit.edu/courses/global-studies-and-languages/21g-716-introduction-to-contemporary-hispanic-literature-fall-2007,184,"This course studies representative twentieth and twenty-first-century texts and films from Hispanic America and Spain. Emphasis is on developing strategies for analyzing the genres of the novel, the short story, the poem, the fictional film, and the theatrical script. The novels read this semester are Magali García Ramis's _Felices días_, _Tío Sergio_ (1986, Puerto Rico) and Javier Cercas's _Soldados de Salamina_ (2001, Spain). We will study Lorca's play ""La casa de Bernarda Alba"" (1936, Spain), films from Spain, México, and Cuba, poems by Darío (Nicaragua), Machado (Spain), Lorca (Spain), Hernández (Spain), Vallejo (Perú), Cernuda (Spain), and Luis Palés Matos (Puerto Rico), and short stories from México (by an exiled Spanish writer), Chile, Argentina, and Cuba. Thematic emphasis is on the Spanish Civil War, changing attitudes toward gender, the Spanish-speaking Caribbean, and the history of race in the Americas.
","Introduction to Contemporary Hispanic Literature (Fall 2007) This course studies representative twentieth and twenty-first-century texts and films from Hispanic America and Spain. Emphasis is on developing strategies for analyzing the genres of the novel, the short story, the poem, the fictional film, and the theatrical script. The novels read this semester are Magali García Ramis's _Felices días_, _Tío Sergio_ (1986, Puerto Rico) and Javier Cercas's _Soldados de Salamina_ (2001, Spain). We will study Lorca's play ""La casa de Bernarda Alba"" (1936, Spain), films from Spain, México, and Cuba, poems by Darío (Nicaragua), Machado (Spain), Lorca (Spain), Hernández (Spain), Vallejo (Perú), Cernuda (Spain), and Luis Palés Matos (Puerto Rico), and short stories from México (by an exiled Spanish writer), Chile, Argentina, and Cuba. Thematic emphasis is on the Spanish Civil War, changing attitudes toward gender, the Spanish-speaking Caribbean, and the history of race in the Americas.
"
21G.716,Introduction to Contemporary Hispanic Literature (Spring 2005),https://ocw.mit.edu/courses/global-studies-and-languages/21g-716-introduction-to-contemporary-hispanic-literature-spring-2005,108,"This course studies important twentieth century texts from Spain and Latin America. The readings include short stories, theatre, the novel and poetry. This subject is conducted in Spanish and all reading and writing for the course is also done in Spanish.
","Introduction to Contemporary Hispanic Literature (Spring 2005) This course studies important twentieth century texts from Spain and Latin America. The readings include short stories, theatre, the novel and poetry. This subject is conducted in Spanish and all reading and writing for the course is also done in Spanish.
"
21G.717,Introduction to Spanish Culture,https://ocw.mit.edu/courses/global-studies-and-languages/21g-717-introduction-to-spanish-culture-fall-2004,108,"This course has several purposes. The major concern will be the examination of Spanish culture including Spain's history, architecture, art, literature and film, to determine if there is a uniquely Spanish manner of seeing and understanding the world - one which emerges as clearly distinct from our own and that of other Western European nations.
","Introduction to Spanish Culture This course has several purposes. The major concern will be the examination of Spanish culture including Spain's history, architecture, art, literature and film, to determine if there is a uniquely Spanish manner of seeing and understanding the world - one which emerges as clearly distinct from our own and that of other Western European nations.
"
21G.730,Hispanic America: One Hundred Years of Literature and Film,https://ocw.mit.edu/courses/global-studies-and-languages/21g-730-hispanic-america-one-hundred-years-of-literature-and-film-spring-2014,589,"This course explores artistic achievement in a culture that over the past century has engaged in constant and intense imaginative self-renewal. The class studies film, narrative (e.g., Márquez's _One Hundred Years of Solitude_), and poetry. Conducted in Spanish.
","Hispanic America: One Hundred Years of Literature and Film This course explores artistic achievement in a culture that over the past century has engaged in constant and intense imaginative self-renewal. The class studies film, narrative (e.g., Márquez's _One Hundred Years of Solitude_), and poetry. Conducted in Spanish.
"
