Course ID,Discipline,Course Name,SME Name,Institute,Co-ordinating Institute,Duration,Type of course,Start date,End date,Exam date,Enrollment End date,Exam Registration End date,UG/PG,Core/Elective,FDP,Applicable NPTEL Domain,Click here to join the course,Old course URL,NPTEL URL,information,TRAIN,cluster
noc23-mg123,Management,working in contemporary teams,"Prof.M. P Ganesh
 Prof.Chitra Dey","IITH
 VIT Chennai",IITM,4 Weeks,New,"August 21, 2023","September 15, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg123/preview,,https://nptel.ac.in/courses/110106167,"ABOUT THE COURSE:      Corporates are using different kinds of contemporary teams like virtual teams, human-robot teams and agile teams. Students need to understand and be familiar with these new kinds of teams, as well as develop a new set of competencies and skills to work in these teams. In this course, we introduce students to the concept of contemporary teams. We introduce the challenges that members of such team will face and how to deal with the challenges              INTENDED AUDIENCE:     All UG and PG students will find this course useful as it imparts the knowledge for working in contemporary teams.                  PREREQUISITES:     Organizational Behaviour - II (IIT Kharagpur)                  INDUSTRY SUPPORT:     All organizations that operate with teams, will value skills and competencies learnt in this course. Teams in organizations today have at least one or more of the characteristics that we intend to cover in this course including virtuality, human-computer interaction, use of AI, multi-culturalism and use of agile methodology. However, current curriculum in institutions do not adequately cover these areas. Hence, it would be beneficial for students as well as working individuals to take this course. Further, we have also introduced a module/ class on working in start-ups. This is to answer the call for more education in entrepreneurship.","Managementworking in contemporary teamsABOUT THE COURSE:      Corporates are using different kinds of contemporary teams like virtual teams, human-robot teams and agile teams. Students need to understand and be familiar with these new kinds of teams, as well as develop a new set of competencies and skills to work in these teams. In this course, we introduce students to the concept of contemporary teams. We introduce the challenges that members of such team will face and how to deal with the challenges              INTENDED AUDIENCE:     All UG and PG students will find this course useful as it imparts the knowledge for working in contemporary teams.                  PREREQUISITES:     Organizational Behaviour - II (IIT Kharagpur)                  INDUSTRY SUPPORT:     All organizations that operate with teams, will value skills and competencies learnt in this course. Teams in organizations today have at least one or more of the characteristics that we intend to cover in this course including virtuality, human-computer interaction, use of AI, multi-culturalism and use of agile methodology. However, current curriculum in institutions do not adequately cover these areas. Hence, it would be beneficial for students as well as working individuals to take this course. Further, we have also introduced a module/ class on working in start-ups. This is to answer the call for more education in entrepreneurship.",61
noc23-mg124,Management,"project management : planning, execution, evaluation and control",Prof. Sanjib Chowdhury,IITKGP,IITKGP,8 weeks,New,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg124/preview,,https://nptel.ac.in/courses/110105167,"ABOUT THE COURSE:     Projects are the modus operandi of implementing organizational strategy and achieving strategic goals and objectives. Its importance is well-acknowledged and pervasive in the business world such as construction, engineering, mining, hi-tech, electronics, logistics, defense forces, product development, R&amp;D, and so on. Project management has developed to the point where it is a professional discipline having its own body of knowledge and skills. In order to achieve business excellence, it is necessary to develop expertise in project planning, executing, evaluating, and managing projects. The course would help the academics as well as practicing managers and professionals to learn modern project management tools and techniques, scheduling of activities, resources and cost; and enhance their skills in expediting projects by prudently crashing certain activities. It would also provide them a holistic view of project management covering among others project risk and quality management, procurement and contract management, communication management, developing leadership skills and managing PM team, project performance evaluation, project audit and closure. More importantly, the course would help the participants to familiarize with and proficient in using MS Project®.      INTENDED AUDIENCE:   Management and Engineering students (MBA, BE, ME),academics, practicing managers and professionals at various levels;Commerce, Cost and Chartered Accountancy, and related disciplines.      PREREQUISITES:   Must be a graduate in management, engineering,science, commerce, or equivalent degree      INDUSTRY SUPPORT:   All organizations be it Government or non- Government, profit or non-profit, business or charity, manufacturing or service, utility or IT, military and others need Project Management for planning, financing, implementation, evaluation, and control of projects to accomplish their long- term goals and objectives of their organizations.","Managementproject management : planning, execution, evaluation and controlABOUT THE COURSE:     Projects are the modus operandi of implementing organizational strategy and achieving strategic goals and objectives. Its importance is well-acknowledged and pervasive in the business world such as construction, engineering, mining, hi-tech, electronics, logistics, defense forces, product development, R&amp;D, and so on. Project management has developed to the point where it is a professional discipline having its own body of knowledge and skills. In order to achieve business excellence, it is necessary to develop expertise in project planning, executing, evaluating, and managing projects. The course would help the academics as well as practicing managers and professionals to learn modern project management tools and techniques, scheduling of activities, resources and cost; and enhance their skills in expediting projects by prudently crashing certain activities. It would also provide them a holistic view of project management covering among others project risk and quality management, procurement and contract management, communication management, developing leadership skills and managing PM team, project performance evaluation, project audit and closure. More importantly, the course would help the participants to familiarize with and proficient in using MS Project®.      INTENDED AUDIENCE:   Management and Engineering students (MBA, BE, ME),academics, practicing managers and professionals at various levels;Commerce, Cost and Chartered Accountancy, and related disciplines.      PREREQUISITES:   Must be a graduate in management, engineering,science, commerce, or equivalent degree      INDUSTRY SUPPORT:   All organizations be it Government or non- Government, profit or non-profit, business or charity, manufacturing or service, utility or IT, military and others need Project Management for planning, financing, implementation, evaluation, and control of projects to accomplish their long- term goals and objectives of their organizations.",99
noc23-mg125,Management,AI in Marketing,Prof. Ashish Pandey,IITB,IITB,8 Weeks,Rerun,"August 21, 2023","October 13, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG/PG,ELective,Yes,Psychology,https://onlinecourses.nptel.ac.in/noc23_mg125/preview,https://onlinecourses.nptel.ac.in/noc23_hs74/preview,https://nptel.ac.in/courses/110101165,"ABOUT THE COURSE:     Management is commonly understood as getting maximum returns from the available resources to achieve valued objectives. Management involves managing money, material, machine and men. While first three factors can be managed in objective manner when it comes to managing ‘men’ it is essentially managing ‘minds’. To manage or lead minds of others a manager needs to manage his or her own mind. Managing mind which can also be termed as managing ‘self’ requires systematic reflection on ‘self’. The course is weaved around the methods of strengthening of physical, emotional, intellectual aspects of ‘self’ based on the principles and practices of Yoga and Positive Psychology.      INTENDED AUDIENCE:     UG and PG students of science, engineering, management, social sciences, Working professionals, Researchers and Teachers in Yoga        INDUSTRY SUPPORT:   There are many business organizations which promote Yoga and Positive psychology for the enhancing wellbeing of their employees. Employees and Managers of L&amp;OD functions of the corporates will value this course.","ManagementAI in MarketingABOUT THE COURSE:     Management is commonly understood as getting maximum returns from the available resources to achieve valued objectives. Management involves managing money, material, machine and men. While first three factors can be managed in objective manner when it comes to managing ‘men’ it is essentially managing ‘minds’. To manage or lead minds of others a manager needs to manage his or her own mind. Managing mind which can also be termed as managing ‘self’ requires systematic reflection on ‘self’. The course is weaved around the methods of strengthening of physical, emotional, intellectual aspects of ‘self’ based on the principles and practices of Yoga and Positive Psychology.      INTENDED AUDIENCE:     UG and PG students of science, engineering, management, social sciences, Working professionals, Researchers and Teachers in Yoga        INDUSTRY SUPPORT:   There are many business organizations which promote Yoga and Positive psychology for the enhancing wellbeing of their employees. Employees and Managers of L&amp;OD functions of the corporates will value this course.",306
noc23-mg126,Management & Entrepreneurship,business fundamentals for entrepreneurs (part 1: internal operation),Prof. Devdip Purkayastha,IITB,IITB,4 Weeks,New,"August 21, 2023","September 15, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG/PG,Core/elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg126/preview,,https://nptel.ac.in/courses/110101167,"ABOUT THE COURSE:        Business Fundamentals for Entrepreneurs - Part 1: Internal Operation      Starting a new business can be an exciting but daunting prospect for aspiring entrepreneurs. Modern companies are multi-disciplinary and complex entities especially as they scale up. Founders need appreciation and awareness of many different functional domains, as well as hard &amp; soft skills.    Given the fast changing economic, business and technology environment, company employees also need to develop a broader business perspective and gain additional skills to prosper in their career. Students need to make informed choices about their higher studies or corporate career based on better understanding of how businesses operate.          The 2-part 'Business Fundamentals for Entrepreneurs' course is designed to provide an integrated, holistic, real-world and multi-disciplinary overview of how businesses and companies operate. The 2-parts together cover both the internal &amp; external operations of a company.             ""Business Fundamentals for Entrepreneurs (Part 1: Internal Operation)""   covers the internal aspects of a company (e.g. company structure, vision, mission, strategy, manufacturing, finance, leadership &amp; people management, ESG).           The course instructor,   Prof. Devdip Purkayastha   is a Professor-of-Practice at the   DS School of Entrepreneurship at IIT Bombay.   He combines 30+ years of senior management experience with global leading companies across diverse sectors and in various Indian &amp; International roles, plus 7+ years of teaching &amp; mentoring Entrepreneurship students at IIT Bombay.          After this course, participants can enroll into more specialised management and entrepreneurship courses at NPTEL or at their respective colleges. Working professional can explore additional career choices and aspiring entrepreneurs can gauge their readiness to launch a startup.            INTENDED AUDIENCE  : All Engineering, Science, Arts and Commerce Students, interested in Management &amp; Entrepreneurship. Young professionals who wish to broaden their corporate perspective.            INDUSTRY SUPPORT  : 'Entrepreneurship' is a national priority for India and supported by various missions like Startup India, Smart India and policies like National Innovation &amp; Startup Policy. It is being encouraged at all IITs and Higher Educational Institutes. Entrepreneurship is also encouraged across all industries and domains. Many companies support entrepreneurship through their CSR funds, through setting up incubators or partnering with entrepreneurs.","Management & Entrepreneurshipbusiness fundamentals for entrepreneurs (part 1: internal operation)ABOUT THE COURSE:        Business Fundamentals for Entrepreneurs - Part 1: Internal Operation      Starting a new business can be an exciting but daunting prospect for aspiring entrepreneurs. Modern companies are multi-disciplinary and complex entities especially as they scale up. Founders need appreciation and awareness of many different functional domains, as well as hard &amp; soft skills.    Given the fast changing economic, business and technology environment, company employees also need to develop a broader business perspective and gain additional skills to prosper in their career. Students need to make informed choices about their higher studies or corporate career based on better understanding of how businesses operate.          The 2-part 'Business Fundamentals for Entrepreneurs' course is designed to provide an integrated, holistic, real-world and multi-disciplinary overview of how businesses and companies operate. The 2-parts together cover both the internal &amp; external operations of a company.             ""Business Fundamentals for Entrepreneurs (Part 1: Internal Operation)""   covers the internal aspects of a company (e.g. company structure, vision, mission, strategy, manufacturing, finance, leadership &amp; people management, ESG).           The course instructor,   Prof. Devdip Purkayastha   is a Professor-of-Practice at the   DS School of Entrepreneurship at IIT Bombay.   He combines 30+ years of senior management experience with global leading companies across diverse sectors and in various Indian &amp; International roles, plus 7+ years of teaching &amp; mentoring Entrepreneurship students at IIT Bombay.          After this course, participants can enroll into more specialised management and entrepreneurship courses at NPTEL or at their respective colleges. Working professional can explore additional career choices and aspiring entrepreneurs can gauge their readiness to launch a startup.            INTENDED AUDIENCE  : All Engineering, Science, Arts and Commerce Students, interested in Management &amp; Entrepreneurship. Young professionals who wish to broaden their corporate perspective.            INDUSTRY SUPPORT  : 'Entrepreneurship' is a national priority for India and supported by various missions like Startup India, Smart India and policies like National Innovation &amp; Startup Policy. It is being encouraged at all IITs and Higher Educational Institutes. Entrepreneurship is also encouraged across all industries and domains. Many companies support entrepreneurship through their CSR funds, through setting up incubators or partnering with entrepreneurs.",314
noc23-mg66,Management,human factors engineering,"Prof. Pradip Kumar Ray
Prof. Virendra Kumar Tewari",IITKGP,IITKGP,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg66/preview,https://onlinecourses.nptel.ac.in/noc22_mg108/preview,https://nptel.ac.in/courses/110105162,"ABOUT THE COURSE:      To introduce the basic concepts and the important issues (related to theory and application) inergonomics and human factors engineering for worksystem performance and product design improvement, and the use of these concepts and technologies to select jobs and situations in industries. The knowledge in the topics as mentioned in the course outline is essential to achieve these objectives. The course is intended to be designed for creating a knowledge-base of the state-of-the-art ergonomic/human factors-based worksystem in manufacturing and service organizations. The course is designed to teach the basic concepts and tools and techniques and methods employed in the broad area of human factors engineering focusing on anthropometric principles in the worksystem design, work capacity and fitness for work, work posture and body mechanics, design of physical environment, design of manual material handling tools and hand tools, and ergonomic performance of different kinds of worksystems.            INTENDED AUDIENCE:   Students belonging to disciplines like Industrial Engineering and Management, Agricultural Engineering Production Engineering, Manufacturing Science and Engineering, Mechanical Engineering and allied disciplines            INDUSTRY SUPPORT:   Tata Steel, Tata Motors, L&amp;T, Linde and similar such manufacturing organizations complying Industry 4.0 standards.","Managementhuman factors engineeringABOUT THE COURSE:      To introduce the basic concepts and the important issues (related to theory and application) inergonomics and human factors engineering for worksystem performance and product design improvement, and the use of these concepts and technologies to select jobs and situations in industries. The knowledge in the topics as mentioned in the course outline is essential to achieve these objectives. The course is intended to be designed for creating a knowledge-base of the state-of-the-art ergonomic/human factors-based worksystem in manufacturing and service organizations. The course is designed to teach the basic concepts and tools and techniques and methods employed in the broad area of human factors engineering focusing on anthropometric principles in the worksystem design, work capacity and fitness for work, work posture and body mechanics, design of physical environment, design of manual material handling tools and hand tools, and ergonomic performance of different kinds of worksystems.            INTENDED AUDIENCE:   Students belonging to disciplines like Industrial Engineering and Management, Agricultural Engineering Production Engineering, Manufacturing Science and Engineering, Mechanical Engineering and allied disciplines            INDUSTRY SUPPORT:   Tata Steel, Tata Motors, L&amp;T, Linde and similar such manufacturing organizations complying Industry 4.0 standards.",108
noc23-mg67,Management,gender justice and workplace security,Prof. Dipa Dube,IITKGP,IITKGP,4 Weeks,Rerun,"August 21, 2023","September 15, 2023","October 28, 2023","August 21, 2023","September 15, 2023",UG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg67/preview,https://onlinecourses.nptel.ac.in/noc22_mg96/preview,https://nptel.ac.in/courses/110105080,"ABOUT THE COURSE:    The issue of gender justice has been a matter of discussion and deliberation, both at the international and national levels. With the increased participation of women in all walks of life, particularly at the workplace and the breaking of hitherto social, political and religious gender barriers, the issue has assumed significance and become subject- matter of debate at all levels including law. Today, women are donning multiple roles, apart from being a homemaker- they are working as top executives in MNCs, working as legislators in State and Central legislatures, working as educators in the education sector, etc. While the changed societal matrix &amp; perception and economic globalization have made way for the increased participation of women, the concern over the free play of discriminatory attitudes and prejudicial mindsets often pose challenges to women and targets of multi-facet retaliations and disincentives. The incident of Nirbhaya in the Capital of the Nation not only exhibits how such treatment is basically an anathema to the concept of gender justice but also exposes the barbaric mindset annihilating the values of basic civilization. The days of yore when women were treated as fragile, feeble, dependent and subordinate to men, should be a matter of history.The course is aimed at acquainting the participants with the concept of gender justice. From the arena of Constitutional guarantees to criminal law to laws ensuring safety at the workplace, specifically sexual harassment, the course will focus on an understanding the laws, its procedural intricacies and judicial decisions aimed at strengthening the position of women in society.                  INTENDED AUDIENCE:            Law    Humanities &amp; Social Sciences    Also of general interest and  benefit for all students including Engineering and Science                INDUSTRY SUPPORT:   Some aspects of this course is of key interest to companies since they are statutorily required to set up Internal Complaints Committee on Sexual Harassment and enumerate internal procedures for the same.","Managementgender justice and workplace securityABOUT THE COURSE:    The issue of gender justice has been a matter of discussion and deliberation, both at the international and national levels. With the increased participation of women in all walks of life, particularly at the workplace and the breaking of hitherto social, political and religious gender barriers, the issue has assumed significance and become subject- matter of debate at all levels including law. Today, women are donning multiple roles, apart from being a homemaker- they are working as top executives in MNCs, working as legislators in State and Central legislatures, working as educators in the education sector, etc. While the changed societal matrix &amp; perception and economic globalization have made way for the increased participation of women, the concern over the free play of discriminatory attitudes and prejudicial mindsets often pose challenges to women and targets of multi-facet retaliations and disincentives. The incident of Nirbhaya in the Capital of the Nation not only exhibits how such treatment is basically an anathema to the concept of gender justice but also exposes the barbaric mindset annihilating the values of basic civilization. The days of yore when women were treated as fragile, feeble, dependent and subordinate to men, should be a matter of history.The course is aimed at acquainting the participants with the concept of gender justice. From the arena of Constitutional guarantees to criminal law to laws ensuring safety at the workplace, specifically sexual harassment, the course will focus on an understanding the laws, its procedural intricacies and judicial decisions aimed at strengthening the position of women in society.                  INTENDED AUDIENCE:            Law    Humanities &amp; Social Sciences    Also of general interest and  benefit for all students including Engineering and Science                INDUSTRY SUPPORT:   Some aspects of this course is of key interest to companies since they are statutorily required to set up Internal Complaints Committee on Sexual Harassment and enumerate internal procedures for the same.",471
noc23-mg68,Management,intellectual property rights and competition law,"Prof. K. D. Raju
Prof. Niharika Sahoo Bhattacharya",IITKGP,IITKGP,8 Weeks,Rerun,"August 21, 2023","October 13, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG/PG,Elective,Yes,Patents and Intellectual Property Rights,https://onlinecourses.nptel.ac.in/noc23_mg68/preview,https://onlinecourses.nptel.ac.in/noc22_mg98/preview,https://nptel.ac.in/courses/110105139,"ABOUT THE COURSE:    Competition Law and Intellectual Property Law prima facie appear to have conflicting objectives and goals. While Competition law operates towards facilitating the market growth by curbing anti-competitive practices in the market, IPRs confer exclusive monopoly to the proprietor. However, both are intended towards promoting innovation and consumer welfare. In the ever evolving technology driven society, the recent conflict between the domain of IPRs and completion law pertains to the exercise of rights in IPR affecting competition law. Therefore, in the light of the above intricacies and problems the course aims to discuss the general principles and laws related to Intellectual Property Right and Competition law, The course also provides an overview of the application and operation of both the laws in different jurisdictions and tries to simplify the overlapping domain of IP and Competition Law.      INTENDED AUDIENCE       :      Students from Law, Management and business studies, and Technical background can benefit from the program        PREREQUISITES       :      Not necessary. Brief introduction to Intellectual Property Rights may be useful","Managementintellectual property rights and competition lawABOUT THE COURSE:    Competition Law and Intellectual Property Law prima facie appear to have conflicting objectives and goals. While Competition law operates towards facilitating the market growth by curbing anti-competitive practices in the market, IPRs confer exclusive monopoly to the proprietor. However, both are intended towards promoting innovation and consumer welfare. In the ever evolving technology driven society, the recent conflict between the domain of IPRs and completion law pertains to the exercise of rights in IPR affecting competition law. Therefore, in the light of the above intricacies and problems the course aims to discuss the general principles and laws related to Intellectual Property Right and Competition law, The course also provides an overview of the application and operation of both the laws in different jurisdictions and tries to simplify the overlapping domain of IP and Competition Law.      INTENDED AUDIENCE       :      Students from Law, Management and business studies, and Technical background can benefit from the program        PREREQUISITES       :      Not necessary. Brief introduction to Intellectual Property Rights may be useful",571
noc23-mg69,Management,Business Development: From Start to Scale,Prof. Raghu Nandan Sengupta,IITK,IITK,8 Weeks,Rerun,"July 24, 2023","September 15, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG,Elective,Yes,Operations,https://onlinecourses.nptel.ac.in/noc23_mg69/preview,https://onlinecourses.nptel.ac.in/noc22_mg60/preview,https://nptel.ac.in/courses/110104073,"An error occurred: HTTPSConnectionPool(host='onlinecourses.nptel.ac.in', port=443): Read timed out. (read timeout=3)","ManagementBusiness Development: From Start to ScaleAn error occurred: HTTPSConnectionPool(host='onlinecourses.nptel.ac.in', port=443): Read timed out. (read timeout=3)",9
noc23-mg70,Management,decision-making under uncertainty,Prof. N. Gautam,Syracuse University,IITM,4 Weeks,Rerun,"August 21, 2023","September 15, 2023","October 29, 2023","August 21, 2023","September 15, 2023",UG/PG,Elective,Yes,"Managerial Economics
Operations",https://onlinecourses.nptel.ac.in/noc23_mg70/preview,https://onlinecourses.nptel.ac.in/noc22_mg62/preview,https://nptel.ac.in/courses/110106134,"ABOUT THE COURSE :   We are often faced with situations where we need to make decisions that have implications for personal and institutional goals. When there is uncertainty involved, we could either go with our gut feeling or take an analytical approach by characterizing the uncertainty, defining an objective, and evaluating the risk/payoffs of choices. This course is about the latter and is presented through the usage of example problem instances.          INTENDED AUDIENCE     :        Any Interested Learners        PREREQUISITES     :         Undergraduate course in probability (including topics on random variables and expected value); calculus and algebra            INDUSTRY SUPPORT     :          Most industries would find this useful (examples in course are in retail, supply chain and hospitality)","Managementdecision-making under uncertaintyABOUT THE COURSE :   We are often faced with situations where we need to make decisions that have implications for personal and institutional goals. When there is uncertainty involved, we could either go with our gut feeling or take an analytical approach by characterizing the uncertainty, defining an objective, and evaluating the risk/payoffs of choices. This course is about the latter and is presented through the usage of example problem instances.          INTENDED AUDIENCE     :        Any Interested Learners        PREREQUISITES     :         Undergraduate course in probability (including topics on random variables and expected value); calculus and algebra            INDUSTRY SUPPORT     :          Most industries would find this useful (examples in course are in retail, supply chain and hospitality)",387
noc23-mg71,Management,operations and supply chain management,Prof. G. Srinivasan,IITM,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",UG/PG,Elective,Yes,"Minor in Management
Operations",https://onlinecourses.nptel.ac.in/noc23_mg71/preview,https://onlinecourses.nptel.ac.in/noc22_mg74/preview,https://nptel.ac.in/courses/110106045,ABOUT THE COURSE:      This course introduces the viewer to the basics of Operations and Supply Chain Management. The concepts in Operations Management are restricted to the planning  and operational  decisions  within  an  organization while  the  supply  chain  concepts  are  for  a network  of organizations. The main emphasis of the course is on the basic concepts and on quantitative modeling of the various decision problems.              INTENDED AUDIENCE   : Any Interested Learner.,Managementoperations and supply chain managementABOUT THE COURSE:      This course introduces the viewer to the basics of Operations and Supply Chain Management. The concepts in Operations Management are restricted to the planning  and operational  decisions  within  an  organization while  the  supply  chain  concepts  are  for  a network  of organizations. The main emphasis of the course is on the basic concepts and on quantitative modeling of the various decision problems.              INTENDED AUDIENCE   : Any Interested Learner.,430
noc23-mg72,Management,Consumer Behaviour,"Prof. Ashwin Mahalingam
Prof. Bala Ramadurai",IITM,IITM,4 Weeks,Rerun,"July 24, 2023","August 18, 2023","September 24, 2023","August 7, 2023","August 21, 2023",UG/PG,Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg72/preview,https://onlinecourses.nptel.ac.in/noc23_mg11/preview,https://nptel.ac.in/courses/110106124,"ABOUT THE COURSE:    Design thinking is a systematic method of solving problems. This method is unique that it starts and ends with humans. The design thinkers start by observing, interviewing or just plain experiencing a situation. Then, they proceed to improve the situation of the humans by solving problems for them.          INTENDED AUDIENCE :   General      INDUSTRY SUPPORT :   Many industries and institute recognize the need for design thinking - e.g., ICT, manufacturing, sales, marketing","ManagementConsumer BehaviourABOUT THE COURSE:    Design thinking is a systematic method of solving problems. This method is unique that it starts and ends with humans. The design thinkers start by observing, interviewing or just plain experiencing a situation. Then, they proceed to improve the situation of the humans by solving problems for them.          INTENDED AUDIENCE :   General      INDUSTRY SUPPORT :   Many industries and institute recognize the need for design thinking - e.g., ICT, manufacturing, sales, marketing",589
noc23-mg73,Management,organizational behaviour,Prof. M. P. Ganesh,IITH,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 28, 2023","August 7, 2023","August 28, 2023",PG,Core/Elective,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg73/preview,https://onlinecourses.nptel.ac.in/noc22_mg78/preview,https://nptel.ac.in/courses/110106145,"ABOUT THE COURSE:        Work is an inherent part of human behaviour. Most adults spend at least 30 percent of their life time in their work place and/or in work related activities. Like in any other context, human behaviour in the organizational and work context is a complex phenomenon. Individual behaviour at work is a result of interaction between various individual, group and organizational level factors.  Understanding how individuals and groups behave at work place will not only help improve their effectiveness but also nurture the quality of work life of the individuals. This course will help students to be cognizant of these work place dynamics so that they make conscious decisions in their future work life as well as long term career.           INTENDED AUDIENCE      :     Work professionals, MBA students, BTech students, MSc. Psychology students          PREREQUISITES           :     Undergraduate degree in any discipline               INDUSTRIES  SUPPORT         :       Almost all organizational would prefer to have their employees undergo this course","Managementorganizational behaviourABOUT THE COURSE:        Work is an inherent part of human behaviour. Most adults spend at least 30 percent of their life time in their work place and/or in work related activities. Like in any other context, human behaviour in the organizational and work context is a complex phenomenon. Individual behaviour at work is a result of interaction between various individual, group and organizational level factors.  Understanding how individuals and groups behave at work place will not only help improve their effectiveness but also nurture the quality of work life of the individuals. This course will help students to be cognizant of these work place dynamics so that they make conscious decisions in their future work life as well as long term career.           INTENDED AUDIENCE      :     Work professionals, MBA students, BTech students, MSc. Psychology students          PREREQUISITES           :     Undergraduate degree in any discipline               INDUSTRIES  SUPPORT         :       Almost all organizational would prefer to have their employees undergo this course",346
noc23-mg74,Management,entrepreneurship,Prof. C Bhaktavatsala Rao,IITM,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Core,Yes,Faculty Domain - Advanced,https://onlinecourses.nptel.ac.in/noc23_mg74/preview,https://onlinecourses.nptel.ac.in/noc22_mg81/preview,https://nptel.ac.in/courses/110106141,"ABOUT THE COURSE:    This course provides a detailed overview of entrepreneurship as the foundation of business growth and value creation in the national economy. It provides multiple constructs for entrepreneurs to be successful, and pathways for their companies to achieve sustainable growth. Each week/module of the course will cover one specific theme/topic with conceptual perspectives as well as practical examples.          Upon successful completion of the course, the student will gain an expansive and deep appreciation of entrepreneurship, and its pivotal role in the economy. The student or aspiring entrepreneur will be able to approach entrepreneurship with clarity and focus, and an enhanced understanding of the key success factors as well as possible risks and potential mitigation strategies. A practising entrepreneur is likely to be able to navigate the opportunities and challenges of entrepreneurship more effectively with the additional insights available.                   INTENDED AUDIENCE     :   Newly graduating UG and PG students, including MBA students; employed professionals seeking to set up their own enterprises; entrepreneurs and start-up founders seeking additional perspectives.          PREREQUISITES     :   No special pre-requisites except that the participants must be preferably in the Third or Fourth Year of UG.          INDUSTRY SUPPORT     :   Start-ups may give weightage to this course","ManagemententrepreneurshipABOUT THE COURSE:    This course provides a detailed overview of entrepreneurship as the foundation of business growth and value creation in the national economy. It provides multiple constructs for entrepreneurs to be successful, and pathways for their companies to achieve sustainable growth. Each week/module of the course will cover one specific theme/topic with conceptual perspectives as well as practical examples.          Upon successful completion of the course, the student will gain an expansive and deep appreciation of entrepreneurship, and its pivotal role in the economy. The student or aspiring entrepreneur will be able to approach entrepreneurship with clarity and focus, and an enhanced understanding of the key success factors as well as possible risks and potential mitigation strategies. A practising entrepreneur is likely to be able to navigate the opportunities and challenges of entrepreneurship more effectively with the additional insights available.                   INTENDED AUDIENCE     :   Newly graduating UG and PG students, including MBA students; employed professionals seeking to set up their own enterprises; entrepreneurs and start-up founders seeking additional perspectives.          PREREQUISITES     :   No special pre-requisites except that the participants must be preferably in the Third or Fourth Year of UG.          INDUSTRY SUPPORT     :   Start-ups may give weightage to this course",314
noc23-mg75,Management,strategy and technology: a practical primer,Prof. C Bhaktavatsala Rao,IITM,IITM,12 Weeks,Rerun,"July 24, 2023","October 13, 2023","October 29, 2023","August 7, 2023","August 28, 2023",UG/PG,Core,Yes,,https://onlinecourses.nptel.ac.in/noc23_mg75/preview,https://onlinecourses.nptel.ac.in/noc22_mg01/preview,https://nptel.ac.in/courses/110106157,"About the Course:
A study of strategy is essential for professionals to help their enterprises and organisations in developing the vision, mission, and goals, crafting a strategy that can accomplish the goals through execution. In the strategic management process, technology plays a vital role. This course “Strategy and Technology: A Practical Primer” brings together the domains of strategy and technology to create multiple frameworks for enterprise growth and sustainability. The concepts are illustrated through illuminating case examples and where appropriate enduring practical developments are translated into conceptual frameworks. This course will be useful for a broad spectrum of students and working professionals to develop and hone their strategic skills integrating multiples technology insights.  
            INTENDED AUDIENCE :     Graduate students                  PREREQUISITES  :     Any graduate degree                  INDUSTRY SUPPORT  :     The course will be appreciated by companies and industries that are strategic and technological in their approach. It will be useful for administrative organisations as well.","Managementstrategy and technology: a practical primerAbout the Course:
A study of strategy is essential for professionals to help their enterprises and organisations in developing the vision, mission, and goals, crafting a strategy that can accomplish the goals through execution. In the strategic management process, technology plays a vital role. This course “Strategy and Technology: A Practical Primer” brings together the domains of strategy and technology to create multiple frameworks for enterprise growth and sustainability. The concepts are illustrated through illuminating case examples and where appropriate enduring practical developments are translated into conceptual frameworks. This course will be useful for a broad spectrum of students and working professionals to develop and hone their strategic skills integrating multiples technology insights.  
            INTENDED AUDIENCE :     Graduate students                  PREREQUISITES  :     Any graduate degree                  INDUSTRY SUPPORT  :     The course will be appreciated by companies and industries that are strategic and technological in their approach. It will be useful for administrative organisations as well.",99
